file,C,N,M,model,human_agreement,items_with_human_classification,macro_precision,macro_recall,macro_f1_score,micro_precision,micro_recall,micro_f1_score,recall,precision,f1_score,specificity
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,1,,0,claude-sonnet-4-20250514,0.8916666666666667,120,0.9050264550264551,0.9495726495726495,0.9142957351290685,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,1,,1,claude-sonnet-4-20250514,0.8916666666666667,120,0.9050264550264551,0.9495726495726495,0.9142957351290685,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,1,,2,claude-sonnet-4-20250514,0.8916666666666667,120,0.9050264550264551,0.9495726495726495,0.9142957351290685,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,1,,3,claude-sonnet-4-20250514,0.8916666666666667,120,0.9050264550264551,0.9495726495726495,0.9142957351290685,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,1,,4,claude-sonnet-4-20250514,0.8916666666666667,120,0.9050264550264551,0.9495726495726495,0.9142957351290685,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,2,,0,claude-sonnet-4-20250514,0.8666666666666667,120,0.8799603174603174,0.9389665889665889,0.8925044091710759,0.8666666666666667,0.8666666666666667,0.8666666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,2,,1,claude-sonnet-4-20250514,0.8583333333333333,120,0.8625,0.9368298368298369,0.8839141203176292,0.8583333333333333,0.8583333333333333,0.8583333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,2,,2,claude-sonnet-4-20250514,0.8666666666666667,120,0.8740079365079365,0.9389665889665889,0.8890532307198975,0.8666666666666667,0.8666666666666667,0.8666666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,2,,3,claude-sonnet-4-20250514,0.8583333333333333,120,0.8671296296296296,0.9368298368298369,0.8848400462435551,0.8583333333333333,0.8583333333333333,0.8583333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,2,,4,claude-sonnet-4-20250514,0.8833333333333333,120,0.8892195767195766,0.9440170940170939,0.9008377425044092,0.8833333333333333,0.8833333333333333,0.8833333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,4,,0,claude-sonnet-4-20250514,0.8833333333333333,120,0.8832671957671958,0.9440170940170939,0.8973865640532307,0.8833333333333333,0.8833333333333333,0.8833333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,4,,1,claude-sonnet-4-20250514,0.8916666666666667,120,0.9078042328042328,0.9491841491841492,0.9163139329805996,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,4,,2,claude-sonnet-4-20250514,0.8583333333333333,120,0.868452380952381,0.9250777000777001,0.877324835658169,0.8583333333333333,0.8583333333333333,0.8583333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,4,,3,claude-sonnet-4-20250514,0.8833333333333333,120,0.8869708994708995,0.9436285936285935,0.8997354497354498,0.8833333333333333,0.8833333333333333,0.8833333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,4,,4,claude-sonnet-4-20250514,0.8916666666666667,120,0.8865740740740741,0.9461538461538461,0.9006934423601091,0.8916666666666667,0.8916666666666667,0.8916666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,8,,0,claude-sonnet-4-20250514,0.875,120,0.8869708994708995,0.930128205128205,0.8958433541766875,0.875,0.875,0.875,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,8,,1,claude-sonnet-4-20250514,0.9,120,0.9041666666666666,0.9517094017094018,0.9165744749078084,0.9,0.9,0.9,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,8,,2,claude-sonnet-4-20250514,0.8833333333333333,120,0.8837301587301588,0.9470473970473969,0.9009219175885842,0.8833333333333333,0.8833333333333333,0.8833333333333333,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,8,,3,claude-sonnet-4-20250514,0.8666666666666667,120,0.8671296296296296,0.9393550893550893,0.8852288549656971,0.8666666666666667,0.8666666666666667,0.8666666666666667,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,8,,4,claude-sonnet-4-20250514,0.875,120,0.8763888888888889,0.9418803418803419,0.8931733795768884,0.875,0.875,0.875,,,,
Geers_GulfofMexico_claude-sonnet-4-20250514_results.json,16,,0,claude-sonnet-4-20250514,0.8833333333333333,120,0.8842592592592592,0.9474358974358973,0.90145460452478,0.8833333333333333,0.8833333333333333,0.8833333333333333,,,,
